OldPath	NewRawPath	Classification	SHA256	PBSJobID	SourceSnapshotID	Reason
result/tuning/pathmerge/email-EuAll/pathmerge_sweep_results.tsv	raw_data/tuning/pathmerge/email-EuAll/pathmerge_bc/job_multi_20260710/pathmerge_sweep_results.tsv	raw	7717836d797e3afb5bb62b77180dc625eea180d9ad83bf3e26d5b40cc33304a5	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/roadNet-CA/pathmerge_sweep_results.tsv	raw_data/tuning/pathmerge/roadNet-CA/pathmerge_bc/job_multi_20260710/pathmerge_sweep_results.tsv	raw	06a6adae0340f762893b81ad10afc5b451edb2dfac1caba8c1a6c0ae231c2792	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/roadNet-PA/pathmerge_sweep.log	raw_data/tuning/pathmerge/roadNet-PA/pathmerge_bc/job_multi_20260710/pathmerge_sweep.log	raw	59418cba3c0d6e52b8c25a350cb33f37e18795756c7e166bc041553e0f8e6f29	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/roadNet-PA/pathmerge_sweep_results.tsv	raw_data/tuning/pathmerge/roadNet-PA/pathmerge_bc/job_multi_20260710/pathmerge_sweep_results.tsv	raw	2e7c13ce9ff659e1d2128a2ae5f057685898182fb910c7af55937d09914a378f	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
result/tuning/pathmerge/roadNet-TX/pathmerge_sweep_results.tsv	raw_data/tuning/pathmerge/roadNet-TX/pathmerge_bc/job_multi_20260710/pathmerge_sweep_results.tsv	raw	c5e171c1d43186438e8fab2357e491af17df26a735ed2c47144e20dbcd57d43d	multi	phase_def_block_20260710	Gate J1: result/failure の raw を raw_data へ内容不変移動 (SHA256 保持)
thesis_bc_project/bc_ablation.o2354994	raw_data/ablation/synthetic/job_2354994_20260710/pbs_stdout.log	raw	d01e287fc7af6e117de37e9deea5e420d9938f7cc43029256c1faba50283e104	2354994	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_ablation.o2354999	raw_data/ablation/email-EuAll/job_2354999_20260710/pbs_stdout.log	raw	ff223c9737f21315098806bcc33fa251842dbbf5203eb3e8c8758d7fe5866d2f	2354999	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_kernel_sel.o2354329	raw_data/tuning/kernel_selection/roadNet-PA/gpu_opt_forced/job_2354329_20260710/pbs_stdout.log	raw	7150702abada0c176a8d437f2da89dd140fcdbce491acca578642f0aa372c3e0	2354329	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_kernel_sel.o2354330	raw_data/tuning/kernel_selection/roadNet-TX/gpu_opt_forced/job_2354330_20260710/pbs_stdout.log	raw	a7f5b42c4d0b2d4649bd05531e44299a1724e0234cca0ea47db2fc70b1b9db65	2354330	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_targeted.o2357334	raw_data/main_performance/proposed_variants/email-EuAll/_run/job_2357334_20260711/pbs_stdout.log	raw	31bdc3a67486382edfc1555c2241decdaa19d355dfaccc5db279955de77b1b0b	2357334	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_targeted.o2357335	raw_data/main_performance/proposed_variants/roadNet-PA/_run/job_2357334_20260711/pbs_stdout.log	raw	9f3828311a1eda75a637b0accea1f855041fa51e875bdc254d8f0ead53ebd372	2357335	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_targeted.o2357336	raw_data/main_performance/proposed_variants/roadNet-TX/_run/job_2357334_20260711/pbs_stdout.log	raw	ce97d68a712b9c5733fc0027374569f52441b94a1301098247b1189b783d668f	2357336	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_targeted.o2357337	raw_data/main_performance/proposed_variants/roadNet-CA/_run/job_2357334_20260711/pbs_stdout.log	raw	dbb6fa171f3772e725bf7ca118cefb6b884d3323789ca397448e42108b8d1fcc	2357337	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
thesis_bc_project/bc_profiling.o2359175	raw_data/profiling/job_2359175_20260711/pbs_stdout.log	raw	ac08fdb671816c8f4910620291e5563bced86f28348ac44d8289b2a8442f5fc1	2359175	phase_def_block_20260710	Gate J1.1: 残存 external raw を raw_data へ内容不変救出 (SHA256 保持)
